Fiscal Year,Agency Code,Agency Name,Unit Code,Unit Name,Program Code,Program Name,Subprogram Code,Subprogram Name,Object Code,Object Name,Comptroller Subobject Code,Comptroller Subobject Name,Agency Subobject Code,Agency Subobject Name,Fund Type Name,Budget,Organization Code,Category,Category Title
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Unrestricted Funds,"1,748,764",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",105,Shift Differential,105,Shift Differential,Current Unrestricted Funds,"89,433",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",110,Miscellaneous Adjustments,110,Miscellaneous Adjustments,Current Unrestricted Funds,"122,373",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",111,Accrued Leave Payments,111,Accrued Leave Payments,Current Unrestricted Funds,"258,191",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Unrestricted Funds,"97,193",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",151,Social Security Contributions,151,Social Security Contributions,Current Unrestricted Funds,"3,501,299",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",152,Health Insurance,152,HEALTH INSURANCE,Current Unrestricted Funds,"7,042,504",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",154,Retirees Health Insurance Premiums,154,Retirees Health Insurance Premiums,Current Unrestricted Funds,"3,496,443",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Unrestricted Funds,"7,071,049",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",168,Optional Retirement/Pension System(TIAA),168,Optional Retirement/Pension System(TIAA),Current Unrestricted Funds,"623,468",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",174,Unemployment Compensation,174,Unemployment Compensation,Current Unrestricted Funds,"129,199",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",175,Workers' Compensation,175,Workers' Compensation,Current Unrestricted Funds,"19,180",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",181,Tuition Waivers,181,Tuition Waivers,Current Unrestricted Funds,"167,733",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,2,Technical and Special Fees,220,Special Payments Payroll,220,Special Payments Payroll,Current Unrestricted Funds,"21,248",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,3,Communications,301,Postage,301,POSTAGE,Current Unrestricted Funds,837,R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,3,Communications,302,Telephone,302,Telephone,Current Unrestricted Funds,"49,790",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,3,Communications,303,Telecommunications,303,Telecommunications,Current Unrestricted Funds,521,R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,3,Communications,306,Cellular Telephone Services and Equipment,306,Cellular Telephone Services and Equipment,Current Unrestricted Funds,"205,162",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,4,Travel,401,In State/Routine Operations,401,In State/Routine Operations,Current Unrestricted Funds,"108,408",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,4,Travel,403,Out-Of-State/Routine Operations,403,OUT-OF-STATE/ROUTINE OPERATIONS,Current Unrestricted Funds,"304,774",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,603,Fuel - Oil #2,603,FUEL - OIL #2,Current Unrestricted Funds,"478,473",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,606,Fuel - Natural Gas/Propane,606,Fuel - Natural Gas/Propane,Current Unrestricted Funds,"10,412,122",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,608,Fuel - Steam,608,Fuel - Steam,Current Unrestricted Funds,"1,747,245",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,620,Utilities - Electricity,620,UTILITIES - ELECTRICITY,Current Unrestricted Funds,"15,958,503",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,621,Utilities - Water/Sewage,621,UTILITIES - WATER/SEWAGE,Current Unrestricted Funds,"8,643,817",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,698,Loan Repaymts-Energy Convsrv Loan Fund,698,Loan Repaymts-Energy Convsrv Loan Fund,Current Unrestricted Funds,"11,057",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,6,Fuel and Utilities,699,Utilities - Miscellaneous,699,UTILITIES - MISCELLANEOUS,Current Unrestricted Funds,"1,470,576",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,7,Motor Vehicle Operation and Maintenance,701,Purchase Cost Or Lease Cost,701,Purchase Cost Or Lease Cost,Current Unrestricted Funds,"334,371",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Unrestricted Funds,"219,627",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,7,Motor Vehicle Operation and Maintenance,703,Maintenance and Repair,703,MAINTENANCE AND REPAIR,Current Unrestricted Funds,"99,366",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,7,Motor Vehicle Operation and Maintenance,704,Insurance,704,INSURANCE,Current Unrestricted Funds,"157,794",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,801,Advertising and Legal Publication,801,ADVERTISING AND LEGAL PUBLICATION,Current Unrestricted Funds,"91,090",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,804,Printing/Reproduction,804,PRINTING/REPRODUCTION,Current Unrestricted Funds,"110,028",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,805,Bookbinding/Photographic,805,Bookbinding/Photographic,Current Unrestricted Funds,"3,565",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,808,Equip Rental(Other Than Data Processing),808,EQUIP RENTAL(OTHER THAN DATA PROCESSING),Current Unrestricted Funds,"204,733",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,809,Equipment Repairs and Maintenance,809,EQUIPMENT REPAIRS AND MAINTENANCE,Current Unrestricted Funds,"274,700",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,811,Food Services,811,FOOD SERVICES,Current Unrestricted Funds,"520,520",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,816,Housekeeping,816,HOUSEKEEPING,Current Unrestricted Funds,"225,588",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Unrestricted Funds,"152,403",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,890,Data Processing Microfilm/Microfiching,890,Data Processing Microfilm/Microfiching,Current Unrestricted Funds,"11,023",R30_B22_07,3,Higher Education
2019,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,8,Contractual Services,891,Data Processing Freight,891,Data Processing Freight,Current Unrestricted Funds,"3,597",R30_B22_07,3,Higher Education
